TransactionID,AccountID,FundID,TransactionType,Amount,TransactionDate,Notes
TR1224,AC073,DODIX,sell,73758.6,2023-03-04,Little number model group.
TR1225,AC073,DODBX,deposit,76225.48,2023-03-06,Look nothing past away.
TR1226,AC073,DODFX,deposit,34948.61,2023-04-14,Present special great from recognize determine effect.
TR1227,AC074,DODBX,sell,30186.16,2023-06-20,Today well party.
TR1228,AC074,DODLX,deposit,45417.23,2024-01-03,Radio four front friend.
TR1229,AC074,DODFX,withdrawal,2258.57,2024-04-29,Position follow population necessary option upon food area.
TR1230,AC074,DODWX,transfer,55621.64,2023-08-22,Until floor treatment method.
TR1231,AC074,DODFX,transfer,39471.37,2024-03-15,Wish consider everybody listen seem democratic.
TR1232,AC074,DODLX,sell,55242.21,2023-04-07,Popular TV stay window campaign.
TR1233,AC074,DODLX,dividend reinvestment,65971.04,2024-03-03,Drop this many move machine training sister kind.
TR1234,AC074,DODBX,sell,5522.94,2024-05-21,Common help significant race building decision.
TR1235,AC074,DODGX,buy,90383.05,2023-01-17,Drop perhaps happy view clearly somebody class.
TR1236,AC074,DODGX,withdrawal,62717.83,2023-01-12,However education administration smile people citizen will.
TR1237,AC074,DODBX,dividend reinvestment,91257.43,2024-03-10,Reduce toward particular yes myself picture.
TR1238,AC074,DODFX,dividend reinvestment,63856.73,2023-05-10,Beyond without us by grow expert.
TR1239,AC074,DODFX,withdrawal,29482.46,2024-05-09,Tend during because always instead especially.
TR1240,AC074,DODFX,withdrawal,20163.53,2024-03-02,Best clear within effect.
TR1241,AC074,DODWX,buy,79687.24,2023-01-16,Knowledge somebody kind benefit.
TR1242,AC074,DODWX,buy,63448.54,2023-06-28,Operation likely trial administration spend guy number concern.
TR1243,AC074,DODIX,deposit,87547.51,2024-01-05,Page carry news bill.
TR1244,AC074,DODFX,withdrawal,79707.21,2023-11-15,Or eye prevent defense war though term boy.
TR1245,AC074,DODFX,transfer,99733.43,2024-04-28,Agreement watch type nice individual.
TR1246,AC074,DODLX,withdrawal,14891.22,2023-02-06,North wall voice smile reveal child together evidence.
TR1247,AC074,DODIX,withdrawal,95728.5,2023-11-03,Occur appear enjoy hour company resource attention.
TR1248,AC074,DODLX,transfer,36601.06,2024-04-09,Situation from matter become reality.
TR1249,AC074,DODLX,withdrawal,23563.01,2023-07-01,Body guy total store each.
TR1250,AC075,DODLX,sell,66609.83,2023-01-31,Physical deal through rock.
TR1251,AC075,DODLX,sell,1095.78,2023-12-05,Let sell response year whatever.
TR1252,AC075,DODLX,transfer,96896.53,2024-03-26,Show large product billion company run by piece.
TR1253,AC075,DODGX,deposit,47321.14,2023-04-28,Economy direction hear strong detail pretty kid.
TR1254,AC075,DODGX,buy,46355.94,2023-09-07,Check quality poor easy what thought yard authority.
TR1255,AC075,DODFX,transfer,35886.49,2023-01-20,Theory manage weight current back activity.
TR1256,AC075,DODLX,sell,20205.35,2023-04-29,National thing section agency month decade itself.
TR1257,AC075,DODFX,dividend reinvestment,26670.5,2023-01-10,Billion issue her house specific.
TR1258,AC075,DODFX,dividend reinvestment,45883.56,2023-06-05,Let us need effort order sit.
TR1259,AC075,DODBX,withdrawal,11875.51,2023-04-03,Outside will activity with note oil.
TR1260,AC075,DODFX,withdrawal,46507.97,2023-07-25,Line gas prove.
TR1261,AC075,DODLX,dividend reinvestment,45998.46,2023-12-10,Air air physical I will prepare.
TR1262,AC075,DODBX,transfer,27331.22,2023-05-28,I medical condition animal third.
TR1263,AC075,DODFX,sell,41776.11,2023-12-23,Particular especially other whose skill investment.
TR1264,AC075,DODWX,withdrawal,72877.88,2023-08-10,Off yet everyone state prepare.
TR1265,AC076,DODLX,buy,62574.7,2023-08-23,Grow first new exactly.
TR1266,AC076,DODFX,buy,11283.48,2023-01-18,Event let issue guy author step.
TR1267,AC076,DODIX,buy,95477.14,2024-01-11,Instead later catch four.
TR1268,AC076,DODLX,withdrawal,39518.25,2024-02-22,Nation person apply author simply wrong.
TR1269,AC076,DODIX,deposit,75821.49,2023-06-14,Dark point down many himself participant.
TR1270,AC076,DODIX,dividend reinvestment,28068.37,2023-07-29,Employee other simply.
TR1271,AC076,DODWX,dividend reinvestment,18054.33,2024-05-21,Those suggest speech Congress center which.
TR1272,AC076,DODLX,withdrawal,5457.19,2023-11-30,Arm letter page teacher.
TR1273,AC076,DODIX,withdrawal,37186.49,2024-02-10,Face traditional those upon year.
TR1274,AC076,DODBX,withdrawal,19217.07,2023-04-11,Total year play process all human according.
TR1275,AC076,DODLX,buy,72288.83,2024-05-20,Open business sure human order.
TR1276,AC076,DODBX,deposit,34899.17,2023-10-14,Wind with upon go majority sister democratic.
TR1277,AC076,DODFX,deposit,58888.59,2023-12-09,Fish theory office be important history church.
TR1278,AC076,DODLX,withdrawal,2205.47,2023-06-04,Artist majority major especially girl there address.
TR1279,AC077,DODGX,sell,70821.16,2023-05-12,Always purpose national shake me tough now majority.
TR1280,AC077,DODBX,dividend reinvestment,39167.81,2024-03-30,Stand as market beyond light.
TR1281,AC077,DODIX,buy,6561.32,2023-03-06,Two control check everything admit much.
TR1282,AC077,DODBX,withdrawal,24211.85,2023-03-23,Recently event few behavior from however wife always.
TR1283,AC077,DODGX,dividend reinvestment,6391.51,2023-06-09,Girl continue property include tough which chair.
TR1284,AC077,DODWX,deposit,85105.07,2023-11-03,Nature reach that.
TR1285,AC077,DODWX,sell,36332.51,2023-09-08,Green field campaign only couple.
TR1286,AC078,DODIX,buy,59235.56,2024-03-05,Door popular whom traditional beyond.
TR1287,AC078,DODLX,buy,67058.16,2023-07-09,Order remain answer read.
TR1288,AC078,DODGX,sell,86144.92,2023-12-06,Today strategy meeting almost.
TR1289,AC078,DODFX,transfer,22103.41,2023-09-26,And analysis improve we quality.
TR1290,AC078,DODBX,dividend reinvestment,10556.58,2023-04-08,Economic carry outside what individual.
TR1291,AC078,DODLX,transfer,75225.27,2024-04-20,Tax deal wide hotel power.
TR1292,AC078,DODFX,buy,90782.57,2023-03-30,Fact price wide too.
TR1293,AC078,DODFX,deposit,70556.98,2023-07-14,Source outside little final far build.
TR1294,AC078,DODBX,sell,24167.73,2024-02-06,Town rule court person purpose game option.
TR1295,AC078,DODGX,buy,13317.71,2023-02-08,Meeting design east large.
TR1296,AC078,DODGX,buy,30957.3,2024-02-04,Radio act again magazine human film.
TR1297,AC078,DODIX,withdrawal,1780.14,2024-04-15,Subject lot during wide real.
TR1298,AC078,DODGX,dividend reinvestment,24223.81,2023-02-17,Painting officer power modern.
TR1299,AC078,DODLX,deposit,66229.22,2024-04-16,No clearly single food response book.
TR1300,AC078,DODGX,transfer,82453.7,2024-04-08,Camera heart Congress executive floor discover.
TR1301,AC078,DODLX,deposit,96106.78,2024-02-17,Player challenge pay model describe trouble.
TR1302,AC078,DODLX,transfer,79992.86,2023-01-20,Rich than hand single base.
TR1303,AC079,DODWX,transfer,90159.17,2023-08-11,Somebody send chair worry.
TR1304,AC079,DODBX,dividend reinvestment,364.78,2023-11-05,Head two example.
TR1305,AC079,DODBX,buy,90373.58,2023-01-13,Discussion play share phone.
TR1306,AC079,DODIX,dividend reinvestment,43869.13,2023-09-14,Tv evening recognize create raise.
TR1307,AC079,DODGX,dividend reinvestment,52942.37,2023-05-19,Player nice my PM cultural less wide.
TR1308,AC079,DODGX,buy,30960.49,2024-01-12,Financial few structure likely than live.
TR1309,AC079,DODWX,dividend reinvestment,60658.66,2023-05-16,However team rest thus mention provide.
TR1310,AC079,DODIX,transfer,75696.12,2023-12-25,Majority still difficult organization.
TR1311,AC079,DODWX,transfer,81520.7,2023-08-07,Some remember budget.
TR1312,AC079,DODFX,transfer,26833.55,2024-01-22,Serve lose dark huge something.
TR1313,AC079,DODBX,withdrawal,37337.67,2023-07-28,These rather ball.
TR1314,AC079,DODBX,sell,78558.08,2023-02-17,Different where fear generation field activity.
TR1315,AC079,DODFX,dividend reinvestment,93646.19,2024-05-21,Performance born buy across break sell.
TR1316,AC079,DODBX,sell,8331.46,2024-05-06,Expert matter forward wait structure join difference per.
TR1317,AC079,DODGX,dividend reinvestment,41302.57,2023-12-03,Example save street offer film age.
TR1318,AC079,DODBX,transfer,72307.95,2023-02-22,Deal main skill marriage business figure daughter.
TR1319,AC079,DODLX,sell,23929.56,2023-02-09,Safe degree store concern each forward team.
TR1320,AC079,DODFX,withdrawal,54466.5,2024-03-07,Bag others race play forget somebody.
TR1321,AC079,DODIX,deposit,68440.22,2023-01-20,Miss decision blue.
TR1322,AC079,DODIX,dividend reinvestment,20315.38,2024-05-28,Police rich listen hand.
TR1323,AC079,DODFX,buy,69351.05,2024-04-28,Others customer anything fear fish.
TR1324,AC080,DODGX,dividend reinvestment,28794.22,2023-08-29,Debate quality bit music agreement.
TR1325,AC080,DODWX,buy,60950.88,2023-11-29,Phone hold American.
TR1326,AC080,DODLX,withdrawal,77383.29,2023-09-11,And tend once the court.
TR1327,AC080,DODFX,withdrawal,89759.8,2023-02-23,Exactly alone I look.
TR1328,AC080,DODLX,buy,30331.24,2024-05-30,Form believe shoulder short rate.
TR1329,AC080,DODWX,buy,12692.64,2023-01-27,Image store onto citizen development.
TR1330,AC080,DODFX,sell,14450.06,2024-02-11,Nature exist statement.
TR1331,AC080,DODIX,sell,40777.12,2023-06-06,Enjoy list week establish.
TR1332,AC080,DODGX,transfer,17599.28,2024-02-08,Prepare foreign stage most education.
TR1333,AC080,DODGX,sell,7094.2,2023-12-04,Chair poor north allow strong million.
TR1334,AC080,DODIX,sell,17288.95,2024-04-04,Guess class large while number song between.
TR1335,AC080,DODLX,buy,56188.24,2023-07-10,Everybody arm support while she.
TR1336,AC080,DODLX,buy,82844.69,2023-01-26,Nature window place visit professor spend.
TR1337,AC080,DODGX,dividend reinvestment,78780.03,2023-12-31,Out these how trip capital grow line something.
TR1338,AC080,DODBX,withdrawal,79286.89,2023-05-03,Sister place rate three go do.
TR1339,AC080,DODFX,sell,44378.39,2023-07-12,Race listen suffer late central.
TR1340,AC080,DODBX,deposit,52121.61,2023-10-21,Minute adult color ahead stop where.
TR1341,AC080,DODGX,transfer,99946.51,2023-01-04,Rich air family two.
TR1342,AC080,DODGX,buy,53837.63,2023-07-21,Down effect yes any lead.
TR1343,AC080,DODFX,sell,5690.94,2023-09-20,Push rather economic rather energy law top.
TR1344,AC080,DODIX,withdrawal,72196.12,2024-04-08,Discover movie house song so star professional investment.
TR1345,AC080,DODGX,withdrawal,27475.79,2024-04-23,Company agency sit center whose responsibility significant perform.
TR1346,AC080,DODLX,buy,27817.9,2023-10-31,Leg close three detail head father.
TR1347,AC080,DODBX,dividend reinvestment,2426.68,2024-04-18,Morning dark the health industry study appear.
TR1348,AC080,DODIX,sell,13235.17,2023-04-15,Film five citizen southern.
TR1349,AC080,DODGX,buy,63118.27,2023-01-26,White partner size difference put respond.
TR1350,AC081,DODLX,deposit,94350.73,2024-05-05,Reality attention garden politics or.
TR1351,AC081,DODBX,buy,20053.8,2024-03-28,Unit majority suggest member.
TR1352,AC081,DODFX,dividend reinvestment,71987.79,2024-02-15,Morning moment politics eight draw as situation event.
TR1353,AC081,DODWX,transfer,84865.36,2023-10-16,Camera professor debate form.
TR1354,AC081,DODLX,buy,26489.02,2023-11-05,Hair force strategy sea.
TR1355,AC081,DODIX,withdrawal,50338.52,2023-01-04,Culture blue ok anyone language.
TR1356,AC081,DODGX,withdrawal,13237.16,2024-04-20,Money house strategy subject at over.
TR1357,AC081,DODGX,dividend reinvestment,86967.3,2023-07-26,Free old short ground among.
TR1358,AC081,DODBX,transfer,3639.88,2023-12-14,Alone method even to third will.
TR1359,AC082,DODWX,sell,64047.69,2023-10-03,Reality can everyone size week sound key.
TR1360,AC082,DODBX,deposit,65952.19,2024-01-20,Note recently maintain energy according down memory common.
TR1361,AC082,DODIX,buy,96563.35,2023-04-01,Significant amount live capital.
TR1362,AC082,DODWX,dividend reinvestment,1537.9,2023-05-21,Develop charge laugh book condition visit rise.
TR1363,AC082,DODGX,sell,57200.65,2023-09-10,Father up who paper cell.
TR1364,AC082,DODIX,sell,52849.68,2023-07-12,She strong reduce local help firm.
TR1365,AC082,DODIX,buy,87395.91,2023-11-26,Face hot choose city well many stay.
TR1366,AC082,DODWX,deposit,57399.72,2024-01-18,Particular letter prevent physical act.
TR1367,AC082,DODLX,withdrawal,33519.96,2024-01-27,Wall professor on school.
TR1368,AC082,DODWX,sell,18901.73,2023-08-25,Against power light campaign eight.
TR1369,AC082,DODWX,deposit,71879.6,2023-01-03,Decision budget here central big.
TR1370,AC082,DODWX,buy,60558.55,2023-11-11,Tough great better.
TR1371,AC082,DODLX,dividend reinvestment,17027.29,2023-05-24,Speak nearly various reach beautiful process just if.
TR1372,AC082,DODLX,withdrawal,74664.07,2023-04-07,Husband thing that yet born total reveal.
TR1373,AC082,DODFX,sell,34338.5,2023-05-21,Scene network understand itself.
TR1374,AC082,DODWX,sell,5060.02,2023-12-12,Collection break natural carry.
TR1375,AC083,DODBX,dividend reinvestment,33394.97,2023-08-08,Pattern north successful line room.
TR1376,AC083,DODBX,buy,26178.9,2023-05-05,Near customer including expect history.
TR1377,AC083,DODLX,sell,3342.91,2024-03-20,Arrive leader upon use also.
TR1378,AC083,DODIX,dividend reinvestment,73384.79,2023-04-18,Production science ten character cultural.
TR1379,AC083,DODGX,dividend reinvestment,20152.39,2023-02-01,Mouth be economy.
TR1380,AC083,DODBX,transfer,36368.15,2023-01-21,Best show reflect reach give.
TR1381,AC083,DODBX,buy,96230.67,2024-04-22,Shoulder teacher wall certain popular.
TR1382,AC083,DODBX,dividend reinvestment,6475.79,2023-11-27,Until go sense be himself short.
TR1383,AC083,DODLX,deposit,7714.17,2023-08-15,No training learn field fast floor.
TR1384,AC083,DODBX,dividend reinvestment,91852.22,2023-04-01,Game rich size nearly expect large.
TR1385,AC083,DODBX,transfer,39088.39,2024-02-11,Guess fall human him.
TR1386,AC083,DODIX,dividend reinvestment,22231.32,2023-01-25,Still successful pay word describe.
TR1387,AC083,DODWX,transfer,45806.99,2024-03-31,Animal behind account look game happy meet.
TR1388,AC083,DODFX,sell,80251.84,2023-01-30,Certain story morning south mother mind yourself practice.
TR1389,AC083,DODWX,sell,64033.24,2023-09-04,Station ok least pay assume despite.
TR1390,AC083,DODBX,dividend reinvestment,13963.79,2023-12-05,Name contain behind about range best anyone.
TR1391,AC083,DODIX,buy,18419.93,2023-01-23,Property investment share speak throughout assume book.
TR1392,AC084,DODGX,dividend reinvestment,77636.8,2023-12-14,Continue natural theory establish minute card any.
TR1393,AC084,DODWX,withdrawal,70678.5,2024-04-02,Admit wife could trial range rise.
TR1394,AC084,DODFX,sell,97973.24,2023-11-23,Nature try can let at example.
TR1395,AC084,DODGX,withdrawal,61138.01,2024-02-07,Really soon unit building glass response attorney body.
TR1396,AC084,DODFX,withdrawal,44361.2,2023-08-06,Move country others safe.
TR1397,AC084,DODBX,dividend reinvestment,30953.77,2023-08-29,Soon upon station alone choice team.
TR1398,AC084,DODBX,dividend reinvestment,73719.08,2023-12-08,Reach business west deep in operation name.
TR1399,AC084,DODLX,transfer,40099.28,2023-05-07,Popular poor travel dinner president hit down up.
TR1400,AC084,DODFX,deposit,42225.39,2023-09-13,Case else player floor.
TR1401,AC084,DODFX,buy,95965.11,2023-01-22,Clearly treat cost hair million.
TR1402,AC084,DODWX,withdrawal,26198.61,2023-01-29,Call word will sell.
TR1403,AC084,DODBX,sell,30383.2,2024-01-22,Same forward rate quite.
TR1404,AC084,DODBX,buy,32220.77,2024-05-27,World whole station hand compare different.
TR1405,AC084,DODBX,dividend reinvestment,81707.67,2023-04-07,Much nothing scientist you share message before style.
TR1406,AC084,DODBX,buy,20287.14,2023-01-27,Approach evening doctor machine grow human daughter about.
TR1407,AC084,DODFX,transfer,38381.02,2024-02-05,Report father economy protect certain him.
TR1408,AC084,DODFX,dividend reinvestment,23233.23,2023-05-19,Think Republican place recently eight phone process.
TR1409,AC084,DODLX,buy,48871.92,2023-04-05,Grow interesting his attack off.
TR1410,AC084,DODWX,transfer,49869.26,2023-08-30,Stage you game learn oil.
TR1411,AC084,DODWX,withdrawal,17707.46,2023-10-17,Pattern really happy official turn.
TR1412,AC084,DODWX,withdrawal,30873.53,2023-03-03,Young discuss decade specific break.
TR1413,AC084,DODFX,buy,84054.87,2024-01-05,Operation news fear alone pick.
TR1414,AC084,DODLX,withdrawal,29873.7,2023-03-27,Write point discuss without land.
TR1415,AC084,DODBX,sell,81498.24,2023-10-28,Here mother run and five role career score.
TR1416,AC084,DODFX,transfer,58729.32,2023-10-24,Unit company truth reduce official.
TR1417,AC084,DODGX,buy,96034.43,2024-05-04,Bank one give worry policy save.
TR1418,AC085,DODIX,deposit,84168.45,2023-04-29,Still name avoid them these.
TR1419,AC085,DODWX,sell,68370.55,2024-02-28,Artist also chair reason drop fund value establish.
TR1420,AC085,DODGX,transfer,9340.43,2023-01-14,Per card eat would option main under approach.
TR1421,AC085,DODGX,transfer,21290.85,2023-03-12,Card like put maintain by book so.
TR1422,AC085,DODBX,sell,24399.59,2023-01-09,Clear nice question race strong above second.
TR1423,AC085,DODIX,sell,99792.69,2023-05-19,Same sing quality able.
TR1424,AC085,DODIX,transfer,1350.22,2023-11-30,Prevent base military group yet remain.
TR1425,AC085,DODWX,withdrawal,34527.18,2024-03-22,House better surface space him fund statement off.
TR1426,AC086,DODGX,dividend reinvestment,59987.96,2023-05-28,Article sometimes American oil quickly field lead.
TR1427,AC086,DODLX,buy,99386.3,2023-07-06,Several adult view common check arrive.
TR1428,AC086,DODBX,dividend reinvestment,34498.61,2023-08-01,Role mean assume television.
TR1429,AC086,DODIX,withdrawal,81444.92,2023-07-10,Relationship water fight relate contain see.
TR1430,AC086,DODFX,sell,36602.4,2023-07-08,When since network military.
TR1431,AC086,DODFX,dividend reinvestment,62862.5,2024-02-23,White down smile meeting by.
TR1432,AC086,DODWX,dividend reinvestment,8165.37,2023-03-20,Popular hear hot until create trip my up.
TR1433,AC086,DODWX,transfer,45544.4,2023-03-29,Order memory minute fast.
TR1434,AC086,DODLX,deposit,74205.93,2023-12-07,Party dream cultural suggest maybe.
TR1435,AC086,DODGX,withdrawal,96902.08,2023-08-01,General authority one hear here until.
TR1436,AC086,DODWX,sell,7853.74,2023-08-26,Require seek protect allow stage.
TR1437,AC086,DODIX,deposit,20502.25,2023-12-22,Region add area sea red still.
TR1438,AC086,DODBX,dividend reinvestment,704.09,2024-04-17,Us bank eat any imagine.
TR1439,AC086,DODBX,sell,11996.8,2023-12-23,Car away tend college deep.
TR1440,AC086,DODGX,dividend reinvestment,44684.53,2023-12-08,Group anyone ten and.
TR1441,AC086,DODIX,deposit,1641.89,2024-02-15,Commercial send yard food.
TR1442,AC086,DODIX,withdrawal,35842.29,2023-03-10,Shoulder international water serve tax PM.
TR1443,AC086,DODGX,sell,20381.24,2024-01-30,Knowledge stuff too but recent successful.
TR1444,AC086,DODFX,buy,33654.92,2023-06-28,Much color year until TV realize.
TR1445,AC086,DODGX,withdrawal,48904.88,2023-05-20,Contain those learn its your.
TR1446,AC086,DODGX,withdrawal,43727.71,2024-01-12,Shoulder certain six ago father purpose thing camera.
TR1447,AC086,DODBX,dividend reinvestment,76792.73,2024-03-23,Husband daughter no child.
TR1448,AC087,DODWX,deposit,43028.39,2023-09-05,Remember cost during deal recent identify hold.
TR1449,AC087,DODIX,sell,32710.65,2023-10-02,Hand recently maybe student star third network day.
TR1450,AC087,DODGX,transfer,17856.11,2024-01-15,Move performance note enough.
TR1451,AC087,DODIX,buy,13989.68,2023-05-05,On determine commercial line tough some.
TR1452,AC087,DODGX,sell,64177.52,2023-09-17,Line point word it walk plant mouth different.
TR1453,AC087,DODBX,transfer,37111.1,2024-01-10,Once good so couple.
TR1454,AC087,DODLX,dividend reinvestment,13976.83,2024-05-03,Door clear really voice truth.
TR1455,AC087,DODIX,withdrawal,63576.78,2023-06-21,Most west instead.
TR1456,AC087,DODGX,sell,87462.71,2023-06-19,Claim serve us his.
TR1457,AC087,DODLX,deposit,24134.17,2024-04-20,Hair possible address various.
TR1458,AC087,DODLX,sell,44539.99,2024-01-26,With if positive station owner small husband.
TR1459,AC087,DODGX,deposit,72343.49,2023-09-27,Despite full discuss physical happy something choose.
TR1460,AC087,DODGX,buy,83568.29,2024-05-02,Long course ground consider wonder read care protect.
TR1461,AC087,DODGX,withdrawal,33707.78,2023-12-11,Hope cause before war Congress last same.
TR1462,AC087,DODLX,transfer,767.99,2024-03-26,Huge article create relationship.
TR1463,AC087,DODIX,buy,79096.41,2024-01-17,Wrong everybody buy stay consider.
TR1464,AC087,DODFX,sell,98950.57,2023-10-19,Travel ready work according in executive instead.
TR1465,AC087,DODWX,dividend reinvestment,70908.38,2024-01-17,Best him say.
TR1466,AC087,DODWX,buy,26810.91,2024-02-16,Line feel can allow would exist accept.
TR1467,AC087,DODFX,sell,43321.67,2023-12-20,Let kind purpose forget.
TR1468,AC087,DODIX,deposit,33168.59,2023-06-20,Home level would follow positive film others space.
TR1469,AC087,DODFX,dividend reinvestment,56115.9,2024-02-08,Identify trouble listen beyond.
TR1470,AC087,DODLX,buy,94606.88,2023-04-07,Without moment main relationship wish word.
TR1471,AC087,DODBX,transfer,10330.63,2024-02-19,Clear ever national receive.
TR1472,AC087,DODFX,dividend reinvestment,9616.07,2024-01-02,Two economic change store recognize begin current.
TR1473,AC087,DODFX,transfer,33783.17,2023-07-10,Station need thought find player change.
TR1474,AC087,DODBX,transfer,59196.37,2023-11-06,Third role win red.
TR1475,AC088,DODIX,deposit,27505.12,2023-12-18,Human population scene.
TR1476,AC088,DODBX,dividend reinvestment,50141.74,2023-01-14,Past difference strong federal bar forward.
TR1477,AC088,DODFX,withdrawal,97973.58,2023-12-30,Goal pick here quality lose.
TR1478,AC088,DODLX,withdrawal,56385.27,2023-10-22,Himself no agree surface than.
TR1479,AC088,DODIX,dividend reinvestment,11201.07,2023-01-18,Turn still move claim.
TR1480,AC088,DODLX,transfer,74692.98,2023-09-13,North voice contain.
TR1481,AC088,DODWX,deposit,90558.75,2024-02-08,Sound foot movie anyone relationship study.
TR1482,AC088,DODWX,withdrawal,9003.96,2023-09-01,Whom professor onto magazine throw.
TR1483,AC088,DODIX,transfer,32906.78,2024-05-14,Into in practice scientist church.
TR1484,AC088,DODIX,buy,44053.27,2024-02-04,Of line remain who black.
TR1485,AC088,DODBX,deposit,15082.11,2024-05-10,Again within eye leave move.
TR1486,AC088,DODFX,transfer,89906.64,2024-05-15,Education firm tonight do.
TR1487,AC088,DODIX,sell,85780.68,2023-04-15,Own identify black administration occur.
TR1488,AC088,DODFX,sell,34320.14,2023-11-05,Go wife daughter modern modern.
TR1489,AC088,DODFX,deposit,67221.51,2023-02-04,Usually woman figure within take company.
TR1490,AC088,DODWX,transfer,49111.52,2023-05-06,Begin kid tree continue rise.
TR1491,AC088,DODFX,buy,972.39,2023-08-26,Management say hair hard.
TR1492,AC088,DODWX,dividend reinvestment,95298.59,2023-02-28,Economy personal goal energy let stay energy.
TR1493,AC088,DODWX,deposit,11406.79,2023-03-07,Economic house exactly writer month.
TR1494,AC088,DODBX,withdrawal,52844.81,2023-12-12,Begin trouble condition why president popular.
TR1495,AC088,DODLX,transfer,32578.14,2023-02-13,Question nature quickly great.
TR1496,AC088,DODGX,dividend reinvestment,5836.73,2023-12-30,Carry leave many speech exist where.
TR1497,AC089,DODBX,deposit,83342.06,2023-07-13,Blood activity could.
TR1498,AC089,DODWX,buy,25816.98,2023-08-06,First threat threat way response Mrs.
TR1499,AC089,DODIX,withdrawal,68603.56,2023-06-07,Skin member responsibility brother table.
TR1500,AC089,DODLX,transfer,76679.81,2023-07-09,Fire much and on seat reach even.
TR1501,AC089,DODFX,withdrawal,12141.89,2023-06-23,Own reality four first send.
TR1502,AC089,DODGX,sell,12398.71,2024-05-22,He listen movement person bit.
TR1503,AC089,DODWX,deposit,49464.23,2023-11-11,Benefit young past seat science.
TR1504,AC089,DODFX,deposit,87175.71,2023-09-12,Development radio owner.
TR1505,AC089,DODWX,dividend reinvestment,10128.95,2023-10-01,Her help company feel way cause hard.
TR1506,AC089,DODWX,buy,12265.22,2023-09-04,Bed expect already exist tough model education close.
TR1507,AC089,DODFX,buy,85052.65,2023-01-04,Republican structure character baby the leave.
TR1508,AC089,DODWX,transfer,86948.31,2023-09-21,Produce reduce too turn board.
TR1509,AC089,DODWX,transfer,74097.13,2023-08-20,Billion majority especially film tax town.
TR1510,AC089,DODLX,buy,44006.43,2023-12-18,Great hand traditional seem you old door.
TR1511,AC089,DODIX,deposit,14645.65,2023-04-04,House modern wife think.
TR1512,AC089,DODWX,sell,20783.74,2024-02-05,Pass over condition call court goal within.
TR1513,AC089,DODIX,sell,37786.82,2023-01-04,How medical none animal their meeting.
TR1514,AC089,DODFX,buy,38469.6,2023-03-30,Fill western evening suggest.
TR1515,AC089,DODLX,withdrawal,60668.43,2023-12-25,Level capital environment produce product focus easy.
TR1516,AC089,DODWX,sell,77649.19,2023-06-07,Art year most weight imagine Republican.
TR1517,AC089,DODGX,transfer,81886.31,2023-04-09,Station evidence upon medical fly song.
TR1518,AC089,DODWX,deposit,1936.59,2023-03-09,Produce forward beat skill nor summer.
TR1519,AC089,DODGX,transfer,46217.41,2024-05-26,Current recent themselves line concern despite seem student.
TR1520,AC089,DODLX,deposit,69379.1,2023-01-27,Behind arm director with sometimes little.
TR1521,AC090,DODLX,dividend reinvestment,6184.91,2023-01-26,Institution option I near discussion continue hold fall.
TR1522,AC090,DODBX,sell,49167.98,2023-06-18,Money church interest simply together time move.
TR1523,AC090,DODFX,dividend reinvestment,59267.77,2023-04-03,Person travel blue soldier job world.
TR1524,AC090,DODIX,dividend reinvestment,33806.66,2024-04-09,Must form call performance activity near.
TR1525,AC090,DODWX,deposit,65304.83,2024-03-27,Win I real hundred these bank thousand never.
TR1526,AC090,DODLX,dividend reinvestment,60575.38,2023-12-25,Into than town condition sure.
TR1527,AC090,DODGX,deposit,2821.8,2023-06-21,Radio note help assume analysis.
TR1528,AC090,DODWX,sell,77791.92,2023-11-12,Environment media event store then education.
TR1529,AC090,DODBX,sell,70179.12,2024-01-23,Show wish choose specific paper pull guy.
TR1530,AC090,DODWX,dividend reinvestment,35018.47,2023-05-05,Pay suddenly hit many song that parent majority.
TR1531,AC090,DODWX,deposit,12920.99,2023-06-03,Republican whole learn.
TR1532,AC091,DODGX,buy,5966.43,2024-04-02,Show stage anything also.
TR1533,AC091,DODBX,deposit,83417.54,2023-03-06,Poor bit effort describe heart good past.
TR1534,AC091,DODIX,deposit,36265.9,2023-01-20,That determine decide also last visit ball.
TR1535,AC091,DODLX,dividend reinvestment,81877.43,2024-03-27,Charge sell fight recent.
TR1536,AC091,DODWX,withdrawal,55938.92,2023-02-18,About fly movement sign rate even.
TR1537,AC091,DODBX,transfer,7668.9,2023-10-22,North mean sign wall red room.
TR1538,AC091,DODFX,withdrawal,9013.69,2023-11-25,Series nothing approach both.
TR1539,AC091,DODFX,deposit,88770.14,2024-01-05,Difficult choice trial look likely study.
TR1540,AC091,DODBX,withdrawal,91873.86,2023-04-16,Year candidate television total attorney.
TR1541,AC091,DODBX,sell,71211.3,2023-03-08,All in religious training mean so civil.
TR1542,AC091,DODGX,transfer,13621.7,2023-11-23,Another century member war.
TR1543,AC091,DODBX,deposit,6605.45,2024-03-05,Window quality start accept provide but.
TR1544,AC091,DODIX,deposit,33434.15,2024-02-21,Common where right.
TR1545,AC091,DODLX,dividend reinvestment,94947.83,2023-09-25,Tax significant understand position offer environment none big.
TR1546,AC091,DODWX,sell,61816.76,2024-02-05,Plan bill ago simply hit book light office.
TR1547,AC091,DODBX,buy,502.33,2023-11-18,Case pretty star across ever mention into take.
